date,close
1-May-01,120581.961
2-May-02,130402.187
3-May-03,143467.708
4-May-04,154083.673
5-May-05,150647.694
6-May-06,165972.087
7-May-07,171765.947
8-May-08,172238.99
9-May-09,187336.029
10-May-10,190724.337
11-May-11,195143.072
